Frame,Visibility,X,Y
616,1,466,208
617,1,475,215
618,1,481,218
619,1,490,223
620,1,495,225
621,1,508,228
622,1,510,231
623,1,516,233
624,1,521,233
625,1,526,235
626,0,0,0
627,1,545,241
628,1,551,245
629,1,566,251
630,0,0,0
631,0,0,0
632,0,0,0
633,0,0,0
634,0,0,0
635,1,620,278
636,0,0,0
637,0,0,0
638,0,0,0
639,1,660,298
640,1,671,303
641,1,680,311
642,1,703,321
643,1,711,330
644,0,0,0
645,1,744,349
646,1,760,358
647,1,766,360
648,0,0,0
649,1,431,306
650,1,433,305
651,1,435,305
652,0,0,0
653,0,0,0
654,0,0,0
655,1,435,302
656,1,435,300
657,1,927,482
658,1,925,482
659,1,975,512
660,0,0,0
661,0,0,0
662,0,0,0
663,1,1058,591
664,1,1078,611
665,1,1099,630
666,1,1119,650
667,1,1140,670
668,1,1138,651
669,1,1180,666
670,0,0,0
671,1,1215,635
672,1,1230,620
673,1,1237,602
674,1,1173,573
675,1,1110,544
676,1,1046,516
677,1,982,487
678,1,982,487
679,1,982,490
680,1,982,490
681,1,982,490
682,1,982,492
683,1,982,493
684,1,982,495
685,1,982,497
686,1,982,497
687,1,968,495
688,1,955,493
689,1,941,492
690,1,928,490
691,1,914,488
692,1,900,486
693,1,887,485
694,1,873,483
695,1,860,481
696,0,0,0
697,0,0,0
698,0,0,0
699,0,0,0
700,0,0,0
701,0,0,0
702,0,0,0
703,0,0,0
704,0,0,0
705,0,0,0
706,0,0,0
707,0,0,0
708,0,0,0
709,0,0,0
710,0,0,0
711,0,0,0
712,0,0,0
713,0,0,0
714,0,0,0
715,0,0,0
716,0,0,0
717,0,0,0
718,0,0,0
719,0,0,0
720,1,520,437
721,1,517,437
722,1,517,435
723,1,517,432
724,1,520,432
725,1,520,432
726,1,522,430
727,1,522,430
728,1,522,430
729,1,596,459
730,1,670,488
731,1,743,516
732,1,817,545
733,1,820,545
734,1,820,545
735,1,817,547
736,1,817,547
737,1,820,547
738,1,810,551
739,1,800,555
740,1,822,547
741,1,822,545
742,1,822,545
743,1,822,547
744,1,815,557
745,1,812,557
746,1,810,555
747,1,777,557
748,1,745,559
749,1,712,562
750,1,680,564
751,1,647,566
752,1,615,568
753,1,582,570
754,1,550,573
755,1,517,575
756,0,0,0
757,0,0,0
758,0,0,0
759,0,0,0
760,0,0,0
761,0,0,0
762,0,0,0
763,0,0,0
764,0,0,0
765,1,192,597
766,1,192,595
767,1,190,595
768,1,190,595
769,1,190,595
770,1,190,595
771,1,190,595
772,1,190,595
773,1,187,595
774,1,226,592
775,1,266,588
776,1,306,585
777,1,345,582
778,1,384,578
779,1,424,575
780,1,464,571
781,1,503,568
782,1,542,565
783,0,0,0
784,0,0,0
785,0,0,0
786,0,0,0
787,0,0,0
788,0,0,0
789,0,0,0
790,0,0,0
791,0,0,0
792,0,0,0
793,0,0,0
794,0,0,0
795,1,1056,521
796,1,1029,520
797,1,1002,520
798,1,974,519
799,1,947,518
800,1,920,518
801,1,893,517
802,1,866,516
803,1,839,516
804,1,812,515
805,0,0,0
806,0,0,0
807,1,730,513
808,1,526,61
809,0,0,0
810,1,572,159
811,1,594,208
812,1,617,258
813,1,640,307
814,1,663,356
815,1,661,356
816,1,663,355
817,1,661,350
818,1,663,350
819,1,660,340
820,1,661,341
821,1,660,340
822,1,660,336
823,1,660,335
824,1,661,331
825,1,656,325
826,1,656,321
827,1,655,316
828,1,655,313
829,1,655,310
830,1,655,308
831,1,655,305
832,1,653,301
833,1,653,300
834,1,655,296
835,1,653,295
836,1,651,293
837,1,651,290
838,1,651,288
839,1,653,286
840,1,650,285
841,1,650,285
842,1,651,285
843,1,651,283
844,1,650,281
845,1,650,280
846,1,648,278
847,1,648,276
848,1,646,276
849,1,650,275
850,1,648,275
851,1,646,273
852,1,646,273
853,1,646,275
854,1,645,275
855,1,641,273
856,1,641,275
857,1,641,276
858,1,641,280
859,1,641,281
860,1,641,283
861,1,641,285
862,1,641,286
863,1,640,286
864,1,640,282
865,1,640,292
866,1,637,292
867,1,636,296
868,1,636,295
869,1,635,286
870,1,633,283
871,1,631,280
872,1,630,276
873,1,630,271
874,1,628,268
875,1,626,261
876,1,626,256
877,1,625,251
878,1,623,248
879,1,623,245
880,1,620,241
881,1,618,236
882,1,615,235
883,1,615,231
884,1,613,230
885,1,610,226
886,1,610,225
887,1,608,221
888,1,606,216
889,1,603,215
890,1,600,213
891,1,596,208
892,1,593,205
893,1,591,203
894,1,590,203
895,1,583,200
896,1,580,198
897,1,576,198
898,1,573,196
899,1,570,196
900,1,565,195
901,1,562,192
902,1,557,192
903,1,555,192
904,1,552,192
905,1,550,191
906,1,543,193
907,1,540,193
908,1,537,197
909,1,528,196
910,1,520,198
911,1,515,201
912,1,510,203
913,1,501,203
914,1,500,208
915,1,495,212
916,1,491,218
917,1,483,221
918,1,475,225
919,1,470,228
920,1,461,233
921,1,456,243
922,1,443,253
923,1,436,260
924,0,0,0
925,1,415,271
926,0,0,0
927,1,408,243
928,1,406,228
929,1,410,220
930,1,411,198
931,1,413,183
932,1,418,165
933,1,420,150
934,1,420,135
935,1,428,121
936,1,423,110
937,1,431,95
938,1,430,85
939,1,433,70
940,1,433,60
941,1,433,48
942,1,433,38
943,1,433,33
944,1,435,30
945,0,0,0
946,1,443,18
947,0,0,0
948,1,315,230
949,1,310,230
950,1,311,241
951,1,315,248
952,1,311,255
953,1,733,395
954,1,310,273
955,1,306,278
956,1,308,278
957,1,325,292
958,1,342,306
959,1,359,319
960,1,376,333
961,1,376,340
962,1,376,349
963,1,375,358
964,1,375,366
965,1,365,381
966,1,375,386
967,1,365,393
968,1,365,401
969,1,365,406
970,1,360,413
971,1,358,416
972,1,355,416
973,1,364,390
974,1,372,365
975,1,381,339
976,1,390,313
977,1,398,288
978,1,407,262
979,1,415,236
980,1,424,210
981,1,433,185
982,0,0,0
983,0,0,0
984,0,0,0
985,0,0,0
986,0,0,0
987,0,0,0
988,1,493,5
989,1,496,11
990,1,492,15
991,1,495,20
992,1,493,33
993,1,496,40
994,1,496,46
995,1,498,55
996,1,500,60
997,1,501,70
998,1,501,75
999,1,501,83
1000,1,506,91
1001,1,508,101
1002,1,508,110
1003,1,508,121
1004,1,508,128
1005,1,513,138
1006,1,511,150
1007,1,513,161
1008,1,515,171
1009,1,515,183
1010,1,513,196
1011,1,515,210
1012,1,516,223
1013,1,518,235
1014,1,518,245
1015,1,518,256
1016,1,520,268
1017,1,521,281
1018,1,525,296
1019,0,0,0
1020,1,523,286
1021,1,520,286
1022,1,521,278
1023,1,518,261
1024,1,518,246
1025,1,520,235
1026,1,516,218
1027,1,518,205
1028,1,515,191
1029,1,516,180
1030,1,513,165
1031,1,510,153
1032,1,508,143
1033,1,505,137
1034,1,501,121
1035,1,501,115
1036,1,500,103
1037,1,500,98
1038,0,0,0
1039,0,0,0
1040,1,496,71
1041,1,495,63
1042,0,0,0
1043,1,495,48
1044,1,495,45
1045,1,491,35
1046,0,0,0
1047,0,0,0
1048,0,0,0
1049,1,482,12
1050,1,483,15
1051,1,477,10
1052,1,480,10
1053,1,480,10
1054,1,477,10
1055,1,408,74
1056,1,338,138
1057,1,268,202
1058,1,199,267
1059,1,130,331
1060,1,60,395
1061,1,60,395
1062,1,61,393
1063,1,66,390
1064,1,70,386
1065,1,90,366
1066,1,93,363
1067,1,98,358
1068,1,100,356
1069,1,114,359
1070,1,128,362
1071,1,142,366
1072,1,156,369
1073,1,170,372
1074,1,184,376
1075,1,198,379
1076,1,212,382
1077,1,227,385
1078,0,0,0
1079,0,0,0
1080,0,0,0
1081,0,0,0
1082,0,0,0
1083,0,0,0
1084,1,325,408
1085,1,328,395
1086,1,328,380
1087,0,0,0
1088,0,0,0
1089,1,436,15
1090,0,0,0
1091,1,435,31
1092,1,433,41
1093,1,433,48
1094,1,431,53
1095,1,426,58
1096,1,426,63
1097,1,426,70
1098,1,427,80
1099,1,426,85
1100,1,426,91
1101,1,426,101
1102,1,423,115
1103,1,426,120
1104,1,420,135
1105,1,420,143
1106,1,420,153
1107,1,420,163
1108,1,418,175
1109,1,416,181
1110,1,415,195
1111,1,412,205
1112,1,415,220
1113,1,416,226
1114,1,420,230
1115,1,426,225
1116,1,428,225
1117,1,428,220
1118,1,430,215
1119,1,435,205
1120,1,435,200
1121,1,438,200
1122,1,441,196
1123,1,442,200
1124,1,447,197
1125,1,446,201
1126,1,452,200
1127,1,452,197
1128,1,456,196
1129,1,458,198
1130,1,458,196
1131,1,461,196
1132,1,463,198
1133,1,465,200
1134,1,468,203
1135,1,470,205
1136,1,471,206
1137,1,475,213
1138,1,476,215
1139,1,480,218
1140,1,476,223
1141,1,480,221
1142,1,480,225
1143,1,481,226
1144,1,481,228
1145,1,483,231
1146,1,486,235
1147,1,486,241
1148,1,488,245
1149,1,490,250
1150,1,491,255
1151,1,493,260
1152,1,495,261
1153,1,495,268
1154,1,496,271
1155,1,496,273
1156,1,496,280
1157,1,498,285
1158,1,498,288
1159,1,501,295
1160,1,501,296
1161,1,503,305
1162,1,503,310
1163,1,503,313
1164,1,508,321
1165,1,503,325
1166,1,503,325
1167,1,503,323
1168,1,501,325
1169,1,500,310
1170,1,503,305
1171,1,501,298
1172,1,503,288
1173,1,503,280
1174,1,503,270
1175,1,503,260
1176,1,503,255
1177,1,503,246
1178,1,503,243
1179,1,501,233
1180,1,501,228
1181,1,501,221
1182,1,500,216
1183,1,500,206
1184,1,500,201
1185,1,500,198
1186,1,498,193
1187,1,498,188
1188,1,498,181
1189,1,498,176
1190,1,498,171
1191,1,498,166
1192,1,496,161
1193,1,495,155
1194,1,496,151
1195,1,496,146
1196,1,496,143
1197,1,496,140
1198,1,496,136
1199,1,496,135
1200,1,498,130
1201,1,496,128
1202,1,498,125
1203,1,496,121
1204,1,496,116
1205,1,496,115
1206,1,496,111
1207,1,496,110
1208,1,496,108
1209,1,496,108
1210,1,496,108
1211,1,495,108
1212,1,496,108
1213,1,495,108
1214,1,495,103
1215,1,496,102
1216,1,496,102
1217,1,497,102
1218,1,498,101
1219,1,498,100
1220,1,498,100
1221,0,0,0
1222,1,496,100
1223,1,496,98
1224,1,500,100
1225,1,495,100
1226,1,495,101
1227,1,495,101
1228,1,496,103
1229,1,493,101
1230,1,495,108
1231,1,493,108
1232,1,495,108
1233,1,495,110
1234,1,495,111
1235,1,495,111
1236,1,495,113
1237,1,493,116
1238,1,493,118
1239,1,495,121
1240,1,495,125
1241,1,493,126
1242,1,493,128
1243,1,493,136
1244,1,493,140
1245,1,491,146
1246,1,493,150
1247,1,491,155
1248,1,491,161
1249,1,490,163
1250,1,490,166
1251,1,490,173
1252,1,490,178
1253,1,488,181
1254,1,490,190
1255,1,490,195
1256,1,490,200
1257,1,490,206
1258,1,490,215
1259,1,490,220
1260,1,490,225
1261,1,490,231
1262,1,490,236
1263,1,488,243
1264,1,488,250
1265,1,488,258
1266,1,488,268
1267,1,488,275
1268,1,488,283
1269,1,490,288
1270,1,488,298
1271,1,488,305
1272,1,490,308
1273,1,490,305
1274,1,490,295
1275,1,486,286
1276,1,485,281
1277,1,485,273
1278,1,485,261
1279,1,483,255
1280,1,485,246
1281,1,483,235
1282,1,483,230
1283,1,481,223
1284,1,481,216
1285,1,477,210
1286,1,476,200
1287,1,475,193
1288,1,475,190
1289,1,473,180
1290,1,475,178
1291,1,475,173
1292,1,473,166
1293,1,471,161
1294,1,471,151
1295,1,470,146
1296,1,470,143
1297,1,468,136
1298,1,468,135
1299,1,466,128
1300,1,466,123
1301,1,466,121
1302,1,465,118
1303,1,463,116
1304,1,463,115
1305,1,463,110
1306,1,463,108
1307,1,463,103
1308,1,461,101
1309,1,461,98
1310,1,461,96
1311,1,460,93
1312,1,458,91
1313,1,458,90
1314,1,456,90
1315,1,456,88
1316,1,455,86
1317,1,455,88
1318,1,455,90
1319,1,450,86
1320,1,448,85
1321,1,446,83
1322,1,446,81
1323,1,446,81
1324,1,446,81
1325,1,445,81
1326,1,445,81
1327,1,443,81
1328,1,443,81
1329,1,441,83
1330,1,441,85
1331,1,440,86
1332,0,0,0
1333,1,440,91
1334,1,440,93
1335,1,441,103
1336,1,435,100
1337,1,436,106
1338,1,438,106
1339,1,438,108
1340,1,436,108
1341,1,436,110
1342,1,435,113
1343,1,435,116
1344,1,435,121
1345,1,433,125
1346,1,431,128
1347,1,431,135
1348,1,430,140
1349,1,428,145
1350,1,428,146
1351,1,426,151
1352,1,425,155
1353,1,425,160
1354,1,423,165
1355,1,423,170
1356,1,423,178
1357,1,421,181
1358,1,421,191
1359,1,421,198
1360,1,421,206
1361,1,420,213
1362,1,420,218
1363,1,420,226
1364,1,420,230
1365,1,420,230
1366,1,421,228
1367,1,428,221
1368,1,428,216
1369,1,430,215
1370,1,433,208
1371,1,436,205
1372,1,440,201
1373,1,443,200
1374,1,446,196
1375,1,450,193
1376,1,455,191
1377,1,455,191
1378,1,458,190
1379,1,461,190
1380,1,458,191
1381,1,463,191
1382,1,468,190
1383,1,472,187
1384,0,0,0
1385,1,480,190
1386,1,485,190
1387,1,490,190
1388,1,495,191
1389,1,501,193
1390,0,0,0
1391,0,0,0
1392,0,0,0
1393,1,513,201
1394,1,520,202
1395,1,523,206
1396,1,528,208
1397,0,0,0
1398,1,536,216
1399,1,543,220
1400,1,551,225
1401,0,0,0
1402,0,0,0
1403,1,565,241
1404,1,573,246
1405,1,578,255
1406,1,581,261
1407,1,590,268
1408,1,595,275
1409,1,603,283
1410,1,615,295
1411,1,618,301
1412,1,625,311
1413,1,630,321
1414,1,635,328
1415,1,643,336
1416,1,648,350
1417,1,655,363
1418,0,0,0
1419,1,671,390
1420,1,680,403
1421,1,686,421
1422,0,0,0
1423,1,701,456
1424,1,706,468
1425,1,733,430
1426,1,735,430
1427,1,735,435
1428,1,740,434
1429,1,746,433
1430,1,751,432
1431,1,756,431
1432,1,760,415
1433,1,763,411
1434,1,768,406
1435,0,0,0
1436,1,776,391
1437,1,783,386
1438,1,788,385
1439,1,793,383
1440,1,790,380
1441,1,795,376
1442,1,805,372
1443,1,806,368
1444,1,811,366
1445,1,816,365
1446,1,821,363
1447,1,830,363
1448,1,833,361
1449,1,838,360
1450,1,843,358
1451,1,846,360
1452,1,850,360
1453,1,855,360
1454,1,860,361
1455,1,856,363
1456,1,861,366
1457,1,870,368
1458,1,875,370
1459,0,0,0
1460,1,883,376
1461,1,886,378
1462,1,891,383
1463,1,895,386
1464,1,900,390
1465,1,901,393
1466,1,908,396
1467,1,911,401
1468,1,913,406
1469,1,918,413
1470,1,923,416
1471,1,928,423
1472,1,930,431
1473,1,935,436
1474,1,936,443
1475,1,940,448
1476,1,945,458
1477,1,948,468
1478,1,951,471
1479,1,961,488
1480,1,963,475
1481,1,968,470
1482,1,973,460
1483,1,978,455
1484,1,980,446
1485,1,990,446
1486,1,995,441
1487,1,1001,435
1488,1,1006,430
1489,1,1010,425
1490,1,1018,423
1491,1,1023,420
1492,1,1028,418
1493,1,1031,415
1494,1,1035,410
1495,1,1045,406
1496,1,1050,408
1497,1,1056,405
1498,1,1060,405
1499,1,1052,407
1500,1,1071,403
1501,1,1078,401
1502,0,0,0
1503,1,1090,405
1504,1,1098,401
1505,1,1101,401
1506,1,1106,403
1507,1,1111,405
1508,1,1115,405
1509,1,1125,408
1510,1,1128,411
1511,1,1131,413
1512,1,1136,416
1513,1,1140,418
1514,1,1150,421
1515,1,1153,426
1516,1,1158,428
1517,1,1168,433
1518,1,1175,435
1519,1,1178,441
1520,1,1181,445
1521,1,1190,453
1522,1,1193,456
1523,1,1203,466
1524,1,1206,471
1525,1,1210,475
1526,1,1216,481
1527,1,1220,475
1528,1,1221,473
1529,1,1223,466
1530,1,1236,465
1531,1,1241,458
1532,1,1242,457
1533,1,1246,448
1534,1,615,472
1535,1,615,472
1536,1,500,345
1537,0,0,0
1538,1,892,575
1539,1,840,543
1540,1,787,510
1541,1,735,478
1542,1,682,445
1543,1,630,413
1544,1,577,380
1545,1,525,348
1546,1,523,350
1547,1,525,348
1548,1,525,346
1549,1,523,344
1550,1,521,343
1551,1,521,338
1552,1,520,336
1553,1,525,331
1554,1,521,331
1555,1,520,326
1556,1,520,328
1557,1,527,329
1558,1,534,330
1559,1,541,331
1560,1,549,332
1561,1,556,333
1562,1,563,334
1563,1,570,335
1564,1,577,336
1565,1,584,337
1566,0,0,0
1567,0,0,0
1568,0,0,0
1569,0,0,0
1570,0,0,0
1571,0,0,0
1572,0,0,0
1573,0,0,0
1574,0,0,0
1575,1,656,346
1576,1,656,341
1577,1,656,340
1578,1,656,333
1579,1,656,328
1580,1,656,325
1581,1,656,321
1582,1,655,316
1583,1,655,315
1584,1,655,311
1585,1,655,308
1586,1,655,306
1587,1,653,305
1588,1,653,303
1589,1,653,303
1590,1,655,296
1591,1,653,295
1592,1,655,290
1593,1,655,290
1594,1,653,288
1595,1,653,286
1596,1,651,283
1597,1,651,281
1598,1,651,281
1599,1,651,280
1600,1,651,278
1601,1,650,276
1602,1,650,276
1603,1,648,276
1604,1,648,276
1605,1,640,270
1606,1,640,270
1607,1,640,270
1608,1,640,270
1609,1,640,270
1610,1,640,270
1611,1,645,277
1612,1,645,277
1613,1,645,275
1614,1,642,277
1615,1,642,277
1616,1,642,277
1617,1,642,280
1618,1,642,282
1619,1,642,282
1620,1,641,301
1621,1,641,300
1622,1,641,298
1623,1,640,290
1624,1,640,286
1625,1,640,281
1626,1,640,278
1627,1,636,271
1628,1,635,270
1629,1,635,261
1630,1,633,260
1631,1,631,256
1632,1,630,253
1633,1,628,250
1634,1,628,250
1635,1,628,246
1636,1,625,245
1637,1,621,241
1638,1,623,236
1639,1,618,236
1640,1,616,235
1641,1,615,233
1642,1,610,228
1643,1,608,226
1644,1,608,225
1645,1,605,221
1646,1,601,221
1647,1,598,221
1648,1,595,221
1649,1,591,221
1650,1,596,218
1651,1,590,218
1652,1,585,216
1653,1,583,216
1654,1,581,215
